13:45:00,1.06953001,4.667039871,1.263990045,1.00613496932515,1.0589184826473
13:46:00,1.263990045,3.014130116,1.263990045,1.00613496932515,3.231019974
13:47:00,1.263990045,1.263990045,1.263990045,1.00613496932515,1.0589184826473
13:48:00,1.263990045,1.263990045,1.263990045,1.00613496932515,1.0589184826473
13:49:00,1.263990045,2.91689992,1.263990045,1.00613496932515,1.0589184826473
13:50:00,3.111360073,2.91689992,3.111360073,1.00613496932515,3.231019974
13:51:00,3.694740057,3.305819988,3.500279903,1.00613496932515,4.225180149
13:52:00,3.500279903,3.305819988,3.889199972,1.00613496932515,3.976639986
13:53:00,3.694740057,3.694740057,2.91689992,1.00613496932515,3.479559898
13:54:00,3.500279903,3.500279903,3.111360073,1.00613496932515,4.225180149
13:55:00,3.500279903,3.694740057,3.305819988,1.00613496932515,4.473720074
13:56:00,3.889199972,3.500279903,3.111360073,1.00613496932515,3.479559898
13:57:00,3.305819988,2.91689992,1.45844996,2.527980089,2.982480049
13:58:00,1.263990045,1.263990045,3.694740057,2.527980089,3.728100061
13:59:00,2.722440004,2.722440004,3.305819988,2.527980089,3.728100061
14:00:00,3.305819988,2.722440004,3.694740057,1.00613496932515,2.982480049
14:01:00,3.305819988,2.91689992,1.263990045,2.333519936,1.0589184826473
14:02:00,3.305819988,3.111360073,3.305819988,3.111360073,3.728100061
14:03:00,1.263990045,1.263990045,2.91689992,2.527980089,3.231019974
14:04:00,2.91689992,2.722440004,1.263990045,2.333519936,1.0589184826473
14:05:00,2.333519936,1.263990045,1.263990045,1.00613496932515,1.0589184826473
14:06:00,3.889199972,3.500279903,1.263990045,1.00613496932515,1.0589184826473
14:07:00,1.263990045,1.263990045,1.263990045,1.00613496932515,1.0589184826473
14:08:00,1.263990045,1.263990045,1.263990045,1.00613496932515,1.0589184826473
14:09:00,3.111360073,2.91689992,1.263990045,1.00613496932515,1.0589184826473
14:10:00,2.91689992,1.263990045,1.263990045,1.00613496932515,1.0589184826473
14:11:00,3.111360073,2.91689992,1.263990045,1.00613496932515,1.0589184826473
