7:40:00,0,5,5,0,0
7:41:00,0,0,0,0,0
7:42:00,0,0,0,0,0
7:43:00,0,0,0,0,0
7:44:00,0,0,0,0,0
7:45:00,0,0,0,0,0
7:46:00,0,0,0,0,0
7:47:00,0,0,0,0,0
7:48:00,0,0,0,0,0
7:49:00,0,0,0,0,0
7:50:00,0,0,0,0,0
7:51:00,0,0,0,0,0
7:52:00,0,0,0,0,0
7:53:00,0,0,0,0,0
7:54:00,0,0,0,0,0
7:55:00,0,0,0,0,0
7:56:00,0,0,0,0,0
7:57:00,0,0,0,0,0
7:58:00,0,0,0,0,0
7:59:00,0,0,0,0,0
8:00:00,0,0,0,0,0
8:01:00,0,0,0,0,0
8:02:00,0,0,0,0,0
8:03:00,0,0,0,0,0
8:04:00,0,0,0,0,0
8:05:00,0,0,0,0,0
8:06:00,0,0,0,0,0
8:07:00,0,0,0,0,0
8:08:00,0,0,0,0,0
8:09:00,0,0,0,0,0
8:10:00,0,0,0,0,0
8:11:00,0,0,0,0,0
8:12:00,0,0,0,0,0
8:13:00,0,0,0,0,0
8:14:00,0,0,0,0,0
8:15:00,0,0,0,0,0
8:16:00,0,0,0,0,0
8:17:00,0,0,0,0,0
8:18:00,0,0,0,0,0
8:19:00,0,0,0,0,0
8:20:00,0,0,0,0,0
8:21:00,0,0,0,0,0
8:22:00,0,0,0,0,0
8:23:00,0,0,0,0,0
8:24:00,20,20,19,18,18
8:25:00,0,0,0,0,0
8:26:00,0,0,0,0,0
8:27:00,0,0,0,0,0
8:28:00,10,12,14,11,13
8:29:00,44,52,55,59,57
8:30:00,123,123,123,123,123
8:31:00,127,127,127,127,127
8:32:00,124,122,124,124,124
8:33:00,96,87,95,91,93
8:34:00,0,0,0,0,0
8:35:00,0,0,0,0,0
8:36:00,0,0,0,0,0
8:37:00,0,0,0,0,0
8:38:00,0,0,0,0,0
8:39:00,0,0,0,0,0
8:40:00,0,0,0,0,0
8:41:00,0,0,0,0,0
8:42:00,0,0,0,0,0
8:43:00,0,0,0,0,0
8:44:00,0,0,0,0,0
8:45:00,26,15,27,30,12
8:46:00,0,0,0,0,0
8:47:00,9,14,12,14,12
8:48:00,5,0,3,0,0
8:49:00,0,4,0,4,4
8:50:00,5,0,5,0,1
8:51:00,0,0,0,0,0
8:52:00,0,0,0,0,0
8:53:00,0,0,0,0,0
8:54:00,0,0,0,0,0
8:55:00,0,0,0,0,0
8:56:00,0,0,0,0,0
8:57:00,0,0,0,0,0
8:58:00,0,0,0,0,0
8:59:00,0,0,0,0,0
9:00:00,0,0,0,0,0
9:01:00,0,0,0,0,0
9:02:00,0,0,0,0,0
9:03:00,0,0,0,0,0
9:04:00,0,0,0,0,0
9:05:00,0,0,0,0,0
9:06:00,0,0,0,0,0
9:07:00,0,0,0,0,0
9:08:00,13,19,10,20,14
9:09:00,130,128,127,129,129
9:10:00,133,133,133,133,135
9:11:00,131,129,129,128,130
9:12:00,130,130,130,130,130
9:13:00,133,133,132,133,132
9:14:00,123,122,124,123,123
9:15:00,129,128,127,128,129
9:16:00,56,49,48,43,44
9:17:00,0,19,4,19,0
9:18:00,0,0,0,0,0
9:19:00,0,0,0,10,0
9:20:00,0,0,0,0,0
9:21:00,0,0,6,0,5
9:22:00,0,0,0,0,0
9:23:00,0,0,0,0,0
9:24:00,0,0,0,0,0
9:25:00,0,0,0,0,0
9:26:00,0,0,0,0,0
9:27:00,0,0,12,0,18
9:28:00,0,0,0,0,0
9:29:00,0,0,0,0,13
9:30:00,0,0,0,0,0
9:31:00,30,46,53,51,51
9:32:00,100,87,109,135,111
9:33:00,121,115,102,131,108
9:34:00,123,117,108,130,113
9:35:00,9,11,17,4,14
9:36:00,11,0,19,36,14
9:37:00,29,22,26,1,21
9:38:00,0,0,15,0,23
9:39:00,0,0,0,16,0
9:40:00,22,50,25,49,36
9:41:00,39,50,43,41,50
9:42:00,6,13,18,19,12
9:43:00,0,12,13,14,13
9:44:00,16,21,21,32,18
9:45:00,6,11,10,32,0
9:46:00,21,20,9,7,0
9:47:00,27,28,36,21,39
